,0,1,2,3,4,5,6
11,2013안건157,뉴스1코리아,5. 28.,사회,물뽕'  만들어  인터넷서  사고판  13명  검거,〃,〃
12,2013안건158,인터넷파이낸셜뉴스,5. 28.,사회,‘물뽕’만들어인터넷서사고판13명검거,〃,〃
13,2013안건159,노컷뉴스,5. 28.,사회,KTX  택배로  '물뽕'  배달·판매한  전직  사채업자 잡았다,〃,〃
14,2013안건160,매경닷컴,5. 28.,사회,물뽕제조·인터넷판매한전사채업자구속,〃,〃
15,2013안건161,조선닷컴,6. 01.,사회,전화  한통이면  '물뽕'  마약  거래  OK…단속은?,〃,〃
16,2013안건162,동아일보,6. 22.,14면,사고死인데    지체없이  화장-보험금  청구…  가족이  수상하다,충격혐오감,〃
17,2013안건163,동아닷컴,6. 22.,사회,"[토요뒷談]보험금    살인,  그  기가  막힌  세계",〃,〃
1,2013안건164,연합뉴스,8.  12.,사회,동반자살하자'  독초먹여  보험금  28억  청구  무속인,범죄수법상세묘사,시정권고
2,2013안건165,내일신문,8.  13.,20면,심장마비로  위장한  '협죽도'  살인,″,″
3,2013안건166,인터넷 내일신문,8.  13.,사회,심장마비로  위장한  '협죽도'  살인,″,″
4,2013안건167,조선일보,8.  13.,14면,“같이  죽자“  信徒  속여  자살하게  한  뒤  보험금 28억  챙긴  설계사  출신  무속인,″,″
5,2013안건168,조선닷컴,8.  12.,사회연예,“같이죽자”  信徒속여  자살하게  한  뒤  보험금  28억  챙긴  설계사  출  신무속인협죽도  몰래  타먹여  사망하게  해  …  '협죽도  = 자살나무'  이유  있었네,″,″
6,2013안건169,세계일보,8.  13.,10면,동반자살  하자_  지인  독초  먹여  28억  보험금  노린  무속인,″,″
7,2013안건170,세계닷컴,8.  12.,사회,동반자살  하자_  지인  독초  먹여  28억  보험금  노린  무속인,″,″
8,2013안건171,인터넷  서울신문,8.  12.,사회,"女무속인,  “같이  죽자”며  달여먹인 ‘자살나무’ 협죽도는",″,″
9,2013안건172,아주뉴스,8.  12.,사회,같이  죽자'  협죽도  먹여  28억  타낸  무속인,″,″
1,2013안건173,인터넷 중도일보,8.  12.,사회,동반자살하자'  독초먹여  보험금  28억  청구  무속인,범죄수법상세묘사,시정권고
2,2013안건174,인터넷 한국일보,8.  12.,사회,"무속인이  28억  보험금  노리고  ""동반  자살하자"" 독초  먹여  살해",″,″
3,2013안건175,인터넷  경향신문,8.  12.,사회,"""함께죽자""며  달여마신  '자살나무'  협죽도",″,″
4,2013안건176,주간현대,8-18(822호),36면,"""우리  같이  죽자""  함께  죽자고  설득해  돈  뜯어낸  무속인",″,″
5,2013안건177,뉴스1코리아,8.  05.,사회,빚  고민하던  현직  경찰  간부  스스로  목숨  끊어,자살관련보도,″
6,2013안건178,동아닷컴,8.  05.,사회,빚  고민하던  현직  경찰  간부  스스로  목숨  끊어,″,″
7,2013안건179,파이낸셜뉴스,8.  05.,사회,빚  고민하던  현직  경찰  간부  스스로  목숨  끊어,″,″
8,2013안건180,연합뉴스,7.  31.,사회,"경찰,  외국인  식의약품  밀수  집중단속…152명 적발",마약  및약물보도,″
9,2013안건181,경기신문,8.  01.,23면,외국인  식의약품  밀수  집중단속…  152명  적발,″,″
10,2013안건182,인터넷 경기신문,8.  01.,사회,외국인  식의약품  밀수  집중단속…  152명  적발,″,″
11,2013안건183,경기일보,8.  01.,6면,중국산  대용마약  ‘취마도’  밀수입하다  덜미,″,″
12,2013안건184,인터넷  경기일보,8.  01.,사회,중국산  대용마약  ‘취마도’  밀수입하다  덜미,″,″
13,2013안건185,인터넷  경인일보,7.  31.,사회,"경찰,  외국인  식의약품  밀수  집중단속…152명 적발",″,″
14,2013안건186,기호일보,8.  01.,19면,외국인  식·의약품  밀수  무더기  적발,″,″
15,2013안건187,인터넷 기호일보,8.  01.,사회,외국인  식·의약품  밀수  무더기  적발,″,″
16,2013안건188,인터넷  중부일보,8.  01.,사회,태국  갑상샘  호르몬제  '다이어트약'  둔갑,″,″
17,2013안건189,인터넷  파이낸셜뉴스,7.  31.,사회,"경찰,  외국인  식의약품  밀수  집중단속...152명 적",″,″
18,2013안건190,연합뉴스,8.  05.,사회,노래방도우미와  '마약파티'  벌인  학교동창들  검거,″,″
19,2013안건191,인터넷 한국일보,8.  06.,8면,노래방도우미와  '마약파티'  벌인  학교동창들  검거,″,″
1,2013안건192,인터넷 서울신문,8.  05.,사회,"중·고교동창,  노래방도우미와  ‘필로폰  섹스파티’ 하려고  …",마약  및약물보도,시정권고
2,2013안건193,인터넷  경인일보,8.  05.,사회,노래방도우미와  '마약파티'  벌인  학교동창들  검거,″,″
3,2013안건194,인터넷 스포츠한국,8.  05.,사회,노래방도우미와  '마약파티'  벌인  학교동창들  검거,″,″
4,2013안건195,전국매일,8.  06.,15면,노래방도우미와  상습  ‘마약파티’  30대  검거,″,″
5,2013안건196,인터넷 전국매일,8.  06.,사회,노래방도우미와  상습  ‘마약파티’  30대  검거,″,″
6,2013안건197,인터넷 경상일보,8.  05.,사회,동창끼리  노래방도우미와  '마약파티',″,″
7,2013안건198,인터넷 국제신문,8.  05.,사회,노래방도우미와  '마약파티'  벌인  학교동창들  검거,″,″
8,2013안건199,인터넷 기호일보,8.  05.,사회,노래방도우미와'마약파티'벌인학교동창들검거,마약  및약물보도,″
9,2013안건200,한국일보,8.  06.,8면,노래방  도우미들과  상습  마약파티,″,″
10,2013안건201,이투데이,8.  06.,사회,마약환각파티  연  동창생들  덜미...  노래방도우미까지  끌어들여,″,″
11,2013안건202,한경닷컴,8.  05.,사회,노래방  도우미들과  집단  마약  파티  하더니…,″,″
12,2013안건203,조선닷컴,8.  05.,사회,노래방도우미와  집단  마약  후  '섹스파티'  중고교 동창들    검거,″,″
13,2013안건204,동아일보,7.  11.,12면,‘10대  오원춘’…  소녀  성폭행후  토막살인  “호러영화  흉내”,충격혐오감,″
14,2013안건205,동아닷컴,7.  11.,사회,‘10대  오원춘’…  소녀  성폭행후  토막살인  “호러영화  흉내”,″,″
15,2013안건206,국제신문,7.  11.,8면,10대의  엽기살인…  커터칼로  시신  살점  다  도려내,″,″
16,2013안건207,인터넷 국제신문,7.  11.,사회,10대의  엽기살인…커터칼로  살점  다  도려내,″,″
17,2013안건208,중부일보,7.  11.,1면23면,10대女살해후16시간시신훼손용인'제2의오원춘'…고작19세  '성폭행→살해→잔혹  시신훼손'  오원춘과  너무 닮았다,″,″
18,2013안건209,인터넷 중부일보,7.  11.,사회,"용인'제2의오원춘'고작19세…경찰긴급체포조사맨정신에'성폭행→살해→잔혹시신훼손'…가족들""평소조용했는데""",″,″
1,2013안건210,경기신문,7.  11.,23면,용인서  ‘제2의  오원춘  사건’  발생,충격혐오감,시정권고
2,2013안건211,인터넷  경기신문,7.  11.,사회,용인서  ‘제2의  오원춘  사건’  발생,″,″
3,2013안건212,부산닷컴,7.  11.,사회,용인서  '제2의  오원춘  사건'…범인·피해자는  10대,″,″
4,2013안건213,대구신문,7.  11.,6면,성폭행  실패하자  시신  엽기훼손  10대,″,″
5,2013안건214,인터넷 대구신문,7.  10.,사회,성폭행  실패하자  시신  엽기훼손  10대,″,″
6,2013안건215,매일경제,7.  11.,25면,용인서  '제2  오원춘'…범인은  10대,″,″
7,2013안건216,매경닷컴,7.  10.,사회,용인서  `제2  오원춘`…범인은  10대,″,″
8,2013안건217,전국매일,7.  11.,15면,섬뜩한  10대의  '엽기범행,″,″
9,2013안건218,인터넷  전국매일,7.  11.,사회,성폭행미수·살해·시신훼손…‘섬뜩한10대’엽기범행,″,″
10,2013안건219,아시아투데이,7.  11.,10면,엽기살인  ‘10대  오원춘’,″,″
11,2013안건220,아시아투데이닷컴,7.  10.,사회,성폭행후  시신까지  훼손..  ‘엽기살인’  10대  검거,″,″
12,2013안건116,조선일보,6. 05.,8면,대구  여대생  살인범  휴대폰·PC에  음란물  100여개,피의자신원공개,속행
13,2013안건117,영남일보,6. 03.6. 04.6. 05.,1면6면6면,"이것이  살인마의  얼굴""인적  드문  방촌역서  살인마  근무""  소름음란동영상  중독된  性도착증  환자",″,″
14,2013안건118,인터넷영남일보,6. 03.6. 04.,사회,대구  여대생  살해  피의자  조명훈  검거…대구서 첫  얼굴  공개대구  여대생  살해범  지하철  공익요원  배치,〃,″
15,2013안건119,매일신문,6. 04.6. 05.,1면5면,태연한  범행  재연목  조르고  시신  버리고  담담히  재연,〃,″
16,2013안건120,인터넷매일신문,6. 036. 03.6. 04.,사회,"태연한  범행  재연…여대생  살해  현장검증""엄마시내서00콜택시타고가요"" 목  조르고  시신  버리고...'여대생  살해범'  현장검증",〃,″
1,2013안건121,대구신문,6. 05.,7면,태연하게  범행    재연…주민  탄식·분노,피의자신원공개,속행
2,2013안건122,인터넷대구신문,6.  04.,사회,태연하게 범행  재연…주민 탄식·분노,〃,〃
3,2013안건123,대구일보,6. 05.,5면,덤덤하게범행재연…‘인면수심’범인에주민들술렁,〃,〃
4,2013안건124,인터넷대구일보,6. 05.,사회,덤덤하게범행재연…‘인면수심’범인에주민들술렁,〃,〃
5,2013안건125,인터넷중부일보,6. 05.,사회,"대구살인사건현장검증,여대생피흘리는데도…담담히상황재연",〃,〃
6,2013안건126,브레이크뉴스,6. 05.,사회,‘여대생  살인’  난타당하는  대구경찰,〃,〃
1,2013-195호,연합뉴스,9.  10.9.  17.,전국사회,춘천서  유흥음식업  집회  중  60대  분신  '중태'유흥업  소비세부과  항의  '분신'  60대  끝내  사망,충격  ·혐오감,시정권고
2,2013-196호,아시아뉴스통신,9.  10.,사회,강원유흥・음식업회 '개별소비세'  규탄  집회서 분신,〃,″
3,2013-197호,강원도민일보,9.  11.,5면,자영업자  조세저항  확산되나,〃,″
4,2013-198호,인터넷 강원도민일보,9.  11.,사회,자영업자  조세저항  확산되나,〃,″
5,2013-199호,경북일보,9.  11.,4면,유흥음식업  집회  중  분신,〃,″
6,2013-200호,인터넷경북일보,9.  11.,사회,유흥음식업  집회  중  분신,〃,″
7,2013-201호,경남신문,9.  12.,6면,‘유흥주점  세금폭탄’  반발  확산,〃,″
8,2013-202호,인터넷 경남신문,9.  12.,사회,‘유흥주점  세금폭탄’  반발  확산,〃,″
9,2013-203호,日刊  NTN,9.  12.,기타,개별  소비세  반발  유흥업회장  ‘분신’,〃,″
10,2013-204호,인터넷 동양일보,9.  13.,사회,자영업자  ‘세금  폭탄’  더는  못  참아,〃,″
11,2013-205호,세계닷컴,9.  17.,사회,유흥업  소비세  부과  항의  '분신'  60대…끝내  사망,〃,″
1,2013-206호,조선일보,6.  05.,8면,대구  여대생  살인범  휴대폰·PC에  음란물  100여개,피의자신원공개,시정권고
2,2013-207호,영남일보,6.  03.6.  04.6.  05.,1면6면6면,"이것이  살인마의  얼굴""인적  드문  방촌역서  살인마  근무""  소름“음란동영상  중독된  性도착증  환자”",〃,″
3,2013-208호,인터넷영남일보,6.  03.6.  04.,사회,대구  여대생  살해  피의자  조명훈  검거…대구서 첫  얼굴  공개대구  여대생  살해범  지하철  공익요원  배치,〃,″
4,2013-209호,매일신문,6.  04.6.  05.,1면5면,태연한  범행  재연목  조르고  시신  버리고  담담히  재연,〃,″
5,2013-210호,인터넷매일신문,6.  036.  03.6.  04.,사회,"증 태""엄마시내서00콜택시타고가요"" 목  조르고  시신  버리고...'여대생  살해범'  현장검연한  범행  재연…여대생  살해  현장검증",″,″
6,2013-211호,대구신문,6.  05.,7면,태연하게  범행    재연…주민  탄식·분노,〃,″
7,2013-212호,인터넷대구신문,6.  04.,사회,태연하게  범행    재연…주민  탄식·분노,〃,″
8,2013-213호,대구일보,6.  05.,5면,덤덤하게범행재연…‘인면수심’범인에주민들술렁,〃,″
9,2013-214호,인터넷대구일보,6.  05.,사회,덤덤하게범행재연…‘인면수심’범인에주민들술렁,〃,″
10,2013-215호,인터넷중부일보,6.  05.,사회,"대구살인사건현장검증,여대생피흘리는데도…담담히상황재연",〃,″
11,2013-216호,브레이크뉴스,6.  05.,사회,‘여대생  살인’  난타당하는  대구경찰,〃,″
1,2013-217호,데일리안,10월  26일,연예,김주하  부부  폭행  맞고소  ‘남편  대마초  혐의  시인’,사생활침해,시정권고
2,2013-218호,일간스포츠온라인,10월  25일,연예,"경찰  “김주하  남편,  대마초  흡연  음성  판정”",〃,″
3,2013-219호,인터넷 스포츠조선,10월  23일10월  24일,연예연예,"김주하  남편,  “김주하는  경마장말,  집에  무슨일 일어나도  …”,김주하  과거발언,  ""남편  나보고  경마장  말같다고…""",〃,″
4,2013-220호,조선닷컴,10월  24일,연예,"김주하  이혼소송,  남편  폭력때문?  네티즌  ""대표 엘리트여성이…""  충격",〃,″
5,2013-221호,인터넷 뉴스웨이,10월  23일,연예,아나운서  김주하씨  이혼소송  왜?···  사유에  대해서는  소문만  무성,〃,″
6,2013-222호,인터넷 헤럴드경제,10월  23일,연예,"김주하  남편  과거발언,  “김주하는 ‘경마장  말’”…이유가?",〃,″
7,2013-223호,한경닷컴,10월  23일,문화,김주하  남편  누구?  훈훈한  외모에  고스펙  男  '송대관  처조카',〃,
8,2013-224호,아시아투데이닷컴,10월  23일,연예,김주하  이혼소송  남편  강모씨  ″외국계  증권사 맥쿼리  출신″,〃,
9,2013-225호,아시아경제닷컴,10월  23일,연예,"‘이혼소송'  김주하,  남편과  과거  방송  동반  출연",〃,
10,2013-226호,이뉴스투데이,10월  23일,연예,"김주하,  남편  강씨와  이혼  소송...폭행땜에?",〃,
1,2013-227호,인터넷한국일보,10월  23일,연예,"'이혼소송'  김주하,  남편  강모  씨는…  '잘나가는 증권맨'",사생활침해,시정권고
2,2013-228호,인터넷 서울신문,10월  23일,연예,"김주하  이혼소송,  과거  행복한  모습  눈길..‘이혼 사유는?’",〃,〃
3,2013-229호,인터넷 스포츠한국,10월  23일,연예,"김주하  이혼소송,  과거  행보  살펴보니",〃,〃
4,2013-230호,오마이뉴스,10월  23일,연예,"김주하,  결혼  9년만에  이혼소송",〃,〃
5,2013-231호,인터넷국제신문,10월  23일,연예,김주하  앵커  결혼  9년만에  이혼  소송  제기…파경  이유는?,〃,〃
6,2013-232호,인터넷충청일보,10월  25일,연예,"김주하  시어머니  며느리  고소,  날  협박했다  '물리적  폭행은  없어'",〃,〃
